# Forceps scene export at Fri Apr 19 14:34:56 CEST 2024

# Genotypes included in the simulation
# genoptypeName	id name sname type s hmax amax g ddmin witn witx drtol ntol brow ly la lq immt ageMaturityForReproduction
# 0-Genotype-1	0 Abies alba AAlb E5 75.0 50.0 366.0 350.0 841.0 -6.0 5.0 0.23 3 5 0.05 1.0 2 -12000.0 40.0
# 17-Genotype-1	17 Fagus sylvatica FSyl D3 76.0 50.0 400.0 260.0 841.0 -6.0 9.0 0.25 2 3 0.05 1.0 2 -12000.0 45.0

#Trees
#date	patchId	id	speciesId	speciesShortName	genotypeName	age	dbh(cm)	height(m)	volume(m3)	crownA1	crownLength	dbhIncrement	slowGrowthIndex	foliageArea	LAI	lightAvailability	algf	treeDroughtIndex	droughtIndexModifier	basalArea(m2)	biomass(kg)	x	y

1960	1	10000023	17	FSyl	17-Genotype-1	77	17.1536	12.8055	0.1198	0.0377	-1	0.1563	0	56.7864	11.5087	0.0563	0.0288	0.0001	1	0.02311	132.298707	8.86	62.0202
1960	1	10000025	17	FSyl	17-Genotype-1	59	14.2422	11.0741	0.0734	0.0337	-1	0.1218	0	36.9937	11.7736	0.0527	0.0124	0.0001	1	0.015931	84.616698	8.86	62.0202
1960	1	10000026	0	AAlb	0-Genotype-1	51	35.6826	21.9518	0.8231	0.2438	-1	0.5327	0	311.7544	6.9836	0.1745	0.4388	0.0001	1	0.1	700.048114	8.86	62.0202
1960	1	10000028	0	AAlb	0-Genotype-1	52	20.3177	14.4518	0.1858	0.1964	-1	0.283	0	107.9208	10.8248	0.0668	0.075	0.0001	1	0.032422	183.811529	8.86	62.0202
1960	1	10000036	0	AAlb	0-Genotype-1	43	19.1195	13.7888	0.1582	0.1866	-1	0.2505	0	93.592	11.1228	0.062	0.0541	0.0001	1	0.028711	158.721229	8.86	62.0202
1960	1	10000037	0	AAlb	0-Genotype-1	62	39.5742	23.5857	1.0794	0.2587	-1	0.6289	0	386.4957	4.8652	0.2963	0.6811	0.0001	1	0.123003	897.457077	8.86	62.0202
1960	1	10000039	0	AAlb	0-Genotype-1	58	25.8974	17.3829	0.3533	0.2235	-1	0.4223	0	176.7389	9.0363	0.1044	0.2232	0.0001	1	0.052675	327.882695	8.86	62.0202
1960	1	10000040	0	AAlb	0-Genotype-1	10	4.6617	4.7435	0.0043	0.1339	-1	0.1213	0	8.0834	11.7993	0.0523	0.0108	0.0001	1	0.001707	9.090612	8.86	62.0202
1960	1	10000041	17	FSyl	17-Genotype-1	10	3.764	4.1481	0.0026	0.0328	-1	0.0989	0	3.7497	11.8307	0.0519	0.009	0.0001	1	0.001113	5.622749	8.86	62.0202
1960	1	10000042	0	AAlb	0-Genotype-1	9	3.9019	4.2101	0.0028	0.1322	-1	0.1139	0	6.1151	11.8188	0.0521	0.0097	0.0001	1	0.001196	5.965424	8.86	62.0202
1960	1	10000043	17	FSyl	17-Genotype-1	9	3.2394	3.7706	0.0018	0.0327	-1	0.0943	0	2.893	11.84	0.0518	0.0084	0.0001	1	0.000824	3.922331	8.86	62.0202
1960	1	10000044	17	FSyl	17-Genotype-1	8	2.738	3.407	0.0012	0.0322	-1	0.0864	0	2.1398	11.874	0.0514	0.0064	0.0001	1	0.000589	2.606903	8.86	62.0202
1960	1	10000045	17	FSyl	17-Genotype-1	8	2.738	3.407	0.0012	0.0322	-1	0.0864	0	2.1398	11.874	0.0514	0.0064	0.0001	1	0.000589	2.606903	8.86	62.0202
1960	1	10000046	17	FSyl	17-Genotype-1	8	2.738	3.407	0.0012	0.0322	-1	0.0864	0	2.1398	11.874	0.0514	0.0064	0.0001	1	0.000589	2.606903	8.86	62.0202
1960	1	10000047	17	FSyl	17-Genotype-1	8	2.738	3.407	0.0012	0.0322	-1	0.0864	0	2.1398	11.874	0.0514	0.0064	0.0001	1	0.000589	2.606903	8.86	62.0202
1960	1	10000048	17	FSyl	17-Genotype-1	8	2.738	3.407	0.0012	0.0322	-1	0.0864	0	2.1398	11.874	0.0514	0.0064	0.0001	1	0.000589	2.606903	8.86	62.0202
1960	1	10000049	0	AAlb	0-Genotype-1	7	2.5923	3.2759	0.0011	0.1262	-1	0.0921	0	3.16	11.8942	0.0511	0.0052	0.0001	1	0.000528	2.260509	8.86	62.0202
1960	1	10000050	0	AAlb	0-Genotype-1	7	2.5923	3.2759	0.0011	0.1262	-1	0.0921	0	3.16	11.8942	0.0511	0.0052	0.0001	1	0.000528	2.260509	8.86	62.0202
1960	1	10000051	17	FSyl	17-Genotype-1	7	2.3127	3.0963	0.0008	0.0318	-1	0.0792	0	1.5862	11.8992	0.0511	0.0049	0.0001	1	0.00042	1.733295	8.86	62.0202
1960	1	10000052	0	AAlb	0-Genotype-1	4	1.6117	2.5638	0.0004	0.1254	-1	0.0758	0	1.5392	11.9041	0.051	0.0046	0.0001	1	0.000204	0.760427	8.86	62.0202
1960	1	10000053	17	FSyl	17-Genotype-1	4	1.5608	2.5418	0.0003	0.0317	-1	0.0672	0	0.81	11.9067	0.051	0.0045	0.0001	1	0.000191	0.679057	8.86	62.0202
1960	1	10000054	0	AAlb	0-Genotype-1	3	1.4461	2.4425	0.0003	0.1245	-1	0.071	0	1.299	11.9108	0.0509	0.0042	0.0001	1	0.000164	0.593184	8.86	62.0202
1960	1	10000055	17	FSyl	17-Genotype-1	3	1.4256	2.4415	0.0003	0.0316	-1	0.0641	0	0.693	11.9152	0.0509	0.004	0.0001	1	0.00016	0.547086	8.86	62.0202
1960	1	10000056	17	FSyl	17-Genotype-1	3	1.4256	2.4415	0.0003	0.0316	-1	0.0641	0	0.693	11.9152	0.0509	0.004	0.0001	1	0.00016	0.547086	8.86	62.0202
1960	1	10000057	17	FSyl	17-Genotype-1	2	1.3313	2.3713	0.0002	0.0315	-1	0.0613	0	0.614	11.9172	0.0508	0.0038	0.0001	1	0.000139	0.463986	8.86	62.0202
1960	1	10000058	0	AAlb	0-Genotype-1	1	1.27	2.3132	0.0002	0.53	-1	0	0	4.5513	11.9586	0.0503	0.0014	0	0	0.000127	1.193209	8.86	62.0202
1960	1	10000059	0	AAlb	0-Genotype-1	1	1.27	2.3132	0.0002	0.53	-1	0	0	4.5513	11.9586	0.0503	0.0014	0	0	0.000127	1.193209	8.86	62.0202
1960	1	10000060	17	FSyl	17-Genotype-1	1	1.27	2.3257	0.0002	0.1084	-1	0	0	1.9529	11.9296	0.0507	0.0031	0	0	0.000127	0.908823	8.86	62.0202
1960	1	10000061	17	FSyl	17-Genotype-1	1	1.27	2.3257	0.0002	0.1084	-1	0	0	1.9529	11.9296	0.0507	0.0031	0	0	0.000127	0.908823	8.86	62.0202
1960	2	20000001	17	FSyl	17-Genotype-1	91	24.2178	16.6933	0.2984	0.0934	-1	0.674	0	252.727	5.2969	0.266	0.633	0.0001	1	0.046064	356.043959	26.5801	62.0202
1960	2	20000002	17	FSyl	17-Genotype-1	98	17.7203	13.1335	0.1305	0.0596	-1	0.3747	0	94.872	9.433	0.0946	0.1869	0.0001	1	0.024662	156.298987	26.5801	62.0202
1960	2	20000004	17	FSyl	17-Genotype-1	100	20.6737	14.7964	0.1962	0.0669	-1	0.4579	0	138.2394	8.7336	0.1127	0.2523	0.0001	1	0.033568	227.816386	26.5801	62.0202
1960	2	20000006	17	FSyl	17-Genotype-1	90	23.0798	16.0956	0.2627	0.0891	-1	0.6489	0	222.1092	6.0042	0.2229	0.5517	0.0001	1	0.041836	315.191328	26.5801	62.0202
1960	2	20000010	17	FSyl	17-Genotype-1	95	22.184	15.6176	0.2365	0.0801	-1	0.5935	0	186.7051	7.2471	0.1634	0.409	0.0001	1	0.038652	279.884606	26.5801	62.0202
1960	2	20000012	17	FSyl	17-Genotype-1	100	29.7029	19.4294	0.5121	0.1024	-1	0.73	0	391.8312	2.5861	0.5239	0.8891	0.0001	1	0.069293	579.305442	26.5801	62.0202
1960	2	20000013	17	FSyl	17-Genotype-1	93	21.9518	15.4926	0.23	0.0755	-1	0.5651	0	172.9199	7.7978	0.1424	0.3485	0.0001	1	0.037847	269.076837	26.5801	62.0202
1960	2	20000026	17	FSyl	17-Genotype-1	103	22.5976	15.8392	0.2484	0.0846	-1	0.6214	0	203.5494	6.6525	0.1895	0.4766	0.0001	1	0.040107	296.225701	26.5801	62.0202
1960	2	20000027	17	FSyl	17-Genotype-1	81	14.5897	11.2849	0.0782	0.0553	-1	0.3272	0	63.1552	9.844	0.0853	0.1513	0.0001	1	0.016718	98.898471	26.5801	62.0202
1960	2	20000029	17	FSyl	17-Genotype-1	91	21.382	15.184	0.2145	0.0711	-1	0.5108	0	155.6234	8.2934	0.1258	0.2964	0.0001	1	0.035908	249.631227	26.5801	62.0202
1960	2	20000030	17	FSyl	17-Genotype-1	90	20.1837	14.5258	0.1841	0.0628	-1	0.4095	0	124.7157	9.1308	0.102	0.2144	0.0001	1	0.031996	212.5655	26.5801	62.0202
1960	2	20000031	17	FSyl	17-Genotype-1	91	25.2261	17.214	0.3324	0.0977	-1	0.6987	0	283.1521	4.492	0.3253	0.7212	0.0001	1	0.049979	395.352165	26.5801	62.0202
1960	2	20000032	17	FSyl	17-Genotype-1	11	30.8193	19.9582	0.5644	0.1031	-1	0.7421	0	420.1898	1.3382	0.7157	0.9544	0.0001	1	0.0746	631.068396	26.5801	62.0202
1960	2	20000033	0	AAlb	0-Genotype-1	81	14.8448	11.321	0.0811	0.1921	-1	0.332	0	65.9213	9.6429	0.0898	0.1684	0.0001	1	0.017308	88.492355	26.5801	62.0202
1960	2	20000034	17	FSyl	17-Genotype-1	87	26.2766	17.7479	0.3703	0.1015	-1	0.7206	0	315.3147	3.5902	0.4076	0.8097	0.0001	1	0.054229	438.296852	26.5801	62.0202
1960	2	20000035	0	AAlb	0-Genotype-1	10	5.5874	5.3851	0.0066	0.2426	-1	0.3682	0	19.2265	9.9665	0.0828	0.1411	0.0001	1	0.002452	19.136775	26.5801	62.0202
1960	2	20000036	0	AAlb	0-Genotype-1	10	5.5874	5.3851	0.0066	0.2426	-1	0.3682	0	19.2265	9.9665	0.0828	0.1411	0.0001	1	0.002452	19.136775	26.5801	62.0202
1960	2	20000037	17	FSyl	17-Genotype-1	10	4.3419	4.5604	0.0036	0.0518	-1	0.2585	0	7.5504	10.1573	0.0789	0.1256	0.0001	1	0.001481	10.130607	26.5801	62.0202
1960	2	20000038	17	FSyl	17-Genotype-1	10	4.3419	4.5604	0.0036	0.0518	-1	0.2585	0	7.5504	10.1573	0.0789	0.1256	0.0001	1	0.001481	10.130607	26.5801	62.0202
1960	2	20000039	17	FSyl	17-Genotype-1	10	4.3419	4.5604	0.0036	0.0518	-1	0.2585	0	7.5504	10.1573	0.0789	0.1256	0.0001	1	0.001481	10.130607	26.5801	62.0202
1960	2	20000040	17	FSyl	17-Genotype-1	10	4.3419	4.5604	0.0036	0.0518	-1	0.2585	0	7.5504	10.1573	0.0789	0.1256	0.0001	1	0.001481	10.130607	26.5801	62.0202
1960	2	20000041	0	AAlb	0-Genotype-1	9	4.7752	4.8227	0.0045	0.2372	-1	0.3443	0	14.8512	10.0611	0.0808	0.1333	0.0001	1	0.001791	13.094114	26.5801	62.0202
1960	2	20000042	0	AAlb	0-Genotype-1	9	4.7752	4.8227	0.0045	0.2372	-1	0.3443	0	14.8512	10.0611	0.0808	0.1333	0.0001	1	0.001791	13.094114	26.5801	62.0202
1960	2	20000043	17	FSyl	17-Genotype-1	9	3.8022	4.1755	0.0026	0.0507	-1	0.2406	0	5.8895	10.2634	0.0769	0.1172	0.0001	1	0.001135	7.283151	26.5801	62.0202
1960	2	20000044	17	FSyl	17-Genotype-1	9	3.8022	4.1755	0.0026	0.0507	-1	0.2406	0	5.8895	10.2634	0.0769	0.1172	0.0001	1	0.001135	7.283151	26.5801	62.0202
1960	2	20000045	0	AAlb	0-Genotype-1	8	3.9608	4.2517	0.0029	0.2277	-1	0.3082	0	10.769	10.2259	0.0776	0.1201	0.0001	1	0.001232	8.280185	26.5801	62.0202
1960	2	20000046	0	AAlb	0-Genotype-1	8	3.9608	4.2517	0.0029	0.2277	-1	0.3082	0	10.769	10.2259	0.0776	0.1201	0.0001	1	0.001232	8.280185	26.5801	62.0202
1960	2	20000047	17	FSyl	17-Genotype-1	8	3.2855	3.804	0.0018	0.0505	-1	0.2303	0	4.5801	10.278	0.0766	0.116	0.0001	1	0.000848	5.132887	26.5801	62.0202
1960	2	20000048	0	AAlb	0-Genotype-1	7	3.3251	3.801	0.0019	0.2231	-1	0.2845	0	8.1176	10.3038	0.0761	0.114	0.0001	1	0.000868	5.463994	26.5801	62.0202
1960	2	20000049	17	FSyl	17-Genotype-1	7	2.8169	3.4644	0.0013	0.0498	-1	0.2139	0	3.4723	10.348	0.0752	0.1105	0.0001	1	0.000623	3.526261	26.5801	62.0202
1960	2	20000050	17	FSyl	17-Genotype-1	7	2.8169	3.4644	0.0013	0.0498	-1	0.2139	0	3.4723	10.348	0.0752	0.1105	0.0001	1	0.000623	3.526261	26.5801	62.0202
1960	2	20000051	17	FSyl	17-Genotype-1	7	2.8169	3.4644	0.0013	0.0498	-1	0.2139	0	3.4723	10.348	0.0752	0.1105	0.0001	1	0.000623	3.526261	26.5801	62.0202
1960	2	20000052	17	FSyl	17-Genotype-1	7	2.8169	3.4644	0.0013	0.0498	-1	0.2139	0	3.4723	10.348	0.0752	0.1105	0.0001	1	0.000623	3.526261	26.5801	62.0202
1960	2	20000053	0	AAlb	0-Genotype-1	4	2.0042	2.8501	0.0006	0.2199	-1	0.2322	0	3.7438	10.36	0.075	0.1096	0.0001	1	0.000315	1.709681	26.5801	62.0202
1960	2	20000054	17	FSyl	17-Genotype-1	4	1.8473	2.7539	0.0005	0.0496	-1	0.1815	0	1.6885	10.3653	0.0749	0.1092	0.0001	1	0.000268	1.290755	26.5801	62.0202
1960	2	20000055	0	AAlb	0-Genotype-1	3	1.7036	2.631	0.0004	0.2186	-1	0.2138	0	2.9164	10.3839	0.0746	0.1078	0.0001	1	0.000228	1.18296	26.5801	62.0202
1960	2	20000056	0	AAlb	0-Genotype-1	3	1.7036	2.631	0.0004	0.2186	-1	0.2138	0	2.9164	10.3839	0.0746	0.1078	0.0001	1	0.000228	1.18296	26.5801	62.0202
1960	2	20000057	17	FSyl	17-Genotype-1	3	1.6164	2.5831	0.0004	0.0492	-1	0.1687	0	1.3356	10.4009	0.0743	0.1064	0.0001	1	0.000205	0.93624	26.5801	62.0202
1960	2	20000058	17	FSyl	17-Genotype-1	3	1.6164	2.5831	0.0004	0.0492	-1	0.1687	0	1.3356	10.4009	0.0743	0.1064	0.0001	1	0.000205	0.93624	26.5801	62.0202
1960	2	20000059	17	FSyl	17-Genotype-1	3	1.6164	2.5831	0.0004	0.0492	-1	0.1687	0	1.3356	10.4009	0.0743	0.1064	0.0001	1	0.000205	0.93624	26.5801	62.0202
1960	2	20000060	17	FSyl	17-Genotype-1	3	1.6164	2.5831	0.0004	0.0492	-1	0.1687	0	1.3356	10.4009	0.0743	0.1064	0.0001	1	0.000205	0.93624	26.5801	62.0202
1960	2	20000061	0	AAlb	0-Genotype-1	2	1.4638	2.4555	0.0003	0.2155	-1	0.1938	0	2.2898	10.4155	0.074	0.1053	0.0001	1	0.000168	0.836436	26.5801	62.0202
1960	2	20000062	0	AAlb	0-Genotype-1	2	1.4638	2.4555	0.0003	0.2155	-1	0.1938	0	2.2898	10.4155	0.074	0.1053	0.0001	1	0.000168	0.836436	26.5801	62.0202
1960	2	20000063	17	FSyl	17-Genotype-1	2	1.4284	2.4435	0.0003	0.0491	-1	0.1584	0	1.0808	10.419	0.0739	0.1051	0.0001	1	0.00016	0.697778	26.5801	62.0202
1960	2	20000064	0	AAlb	0-Genotype-1	1	1.27	2.3132	0.0002	0.53	-1	0	0	4.5513	10.4604	0.0732	0.1019	0	0	0.000127	1.193209	26.5801	62.0202
1960	2	20000065	0	AAlb	0-Genotype-1	1	1.27	2.3132	0.0002	0.53	-1	0	0	4.5513	10.4604	0.0732	0.1019	0	0	0.000127	1.193209	26.5801	62.0202
1960	2	20000066	17	FSyl	17-Genotype-1	1	1.27	2.3257	0.0002	0.1084	-1	0	0	1.9529	10.4314	0.0737	0.1041	0	0	0.000127	0.908823	26.5801	62.0202
1960	2	20000067	17	FSyl	17-Genotype-1	1	1.27	2.3257	0.0002	0.1084	-1	0	0	1.9529	10.4314	0.0737	0.1041	0	0	0.000127	0.908823	26.5801	62.0202
1960	3	30000001	17	FSyl	17-Genotype-1	46	14.1765	11.0341	0.0725	0.025	-1	0	4	27.2137	13.4335	0.0348	0	0.0001	1	0.015784	80.084909	44.3001	62.0202
1960	3	30000003	0	AAlb	0-Genotype-1	50	24.6959	16.7729	0.3116	0.09	-1	0	3	66.2721	12.9915	0.0389	0	0.0001	1	0.0479	275.824234	44.3001	62.0202
1960	3	30000004	0	AAlb	0-Genotype-1	47	35.7008	21.9597	0.8242	0.2332	-1	0.4639	0	298.4899	8.0941	0.1322	0.3171	0.0001	1	0.100102	698.214665	44.3001	62.0202
1960	3	30000006	0	AAlb	0-Genotype-1	68	30.9855	19.8446	0.5677	0.1915	-1	0.2505	0	198.2084	11.0666	0.0629	0.058	0.0001	1	0.075406	492.596507	44.3001	62.0202
1960	3	30000007	0	AAlb	0-Genotype-1	58	27.6732	18.2641	0.4211	0.1574	-1	0.1781	0	137.5128	11.5045	0.0564	0.029	0.0001	1	0.060146	372.202071	44.3001	62.0202
1960	3	30000010	0	AAlb	0-Genotype-1	56	25.6351	17.2507	0.3439	0.09	-1	0	2	70.0885	12.5622	0.0433	0	0.0001	1	0.051613	301.353185	44.3001	62.0202
1960	3	30000012	0	AAlb	0-Genotype-1	52	38.0655	22.9639	0.9751	0.2503	-1	0.5721	0	352.7277	6.1429	0.2153	0.5356	0.0001	1	0.113803	816.735603	44.3001	62.0202
1960	3	30000016	17	FSyl	17-Genotype-1	54	21.2073	15.0888	0.2099	0.025	-1	0	4	53.9693	13.3468	0.0356	0	0.0001	1	0.035323	204.898236	44.3001	62.0202
1960	3	30000017	0	AAlb	0-Genotype-1	55	33.0417	20.7859	0.6724	0.2144	-1	0.3581	0	244.2928	9.7176	0.0881	0.162	0.0001	1	0.085746	578.03954	44.3001	62.0202
1960	3	30000020	0	AAlb	0-Genotype-1	77	49.5342	27.3469	1.9327	0.2643	-1	0.6337	0	552.798	3.7566	0.391	0.7944	0.0001	1	0.192708	1525.71572	44.3001	62.0202
1960	3	30000021	0	AAlb	0-Genotype-1	65	25.2543	17.0578	0.3306	0.09	-1	0	2	68.5325	12.7805	0.041	0	0.0001	1	0.050091	290.843483	44.3001	62.0202
1960	3	30000023	0	AAlb	0-Genotype-1	60	26.5869	17.7279	0.3788	0.1016	-1	0.062	0	83.609	12.1098	0.0484	0	0.0001	1	0.055517	330.326371	44.3001	62.0202
1960	3	30000024	0	AAlb	0-Genotype-1	51	33.9208	21.1793	0.7205	0.224	-1	0.4116	0	265.5012	8.9396	0.107	0.2324	0.0001	1	0.09037	617.059914	44.3001	62.0202
1960	3	30000025	0	AAlb	0-Genotype-1	50	22.4876	15.6218	0.2431	0.09	-1	0	3	57.585	13.1749	0.0371	0	0.0001	1	0.039717	220.915975	44.3001	62.0202
1960	3	30000029	0	AAlb	0-Genotype-1	73	53.0676	28.5484	2.3068	0.2702	-1	0.6626	0	626.7886	1.9961	0.6071	0.9246	0.0001	1	0.221182	1798.671505	44.3001	62.0202
1960	3	30000033	0	AAlb	0-Genotype-1	51	36.0162	22.0958	0.8434	0.2423	-1	0.5219	0	314.1745	7.1435	0.1677	0.4207	0.0001	1	0.101879	715.122228	44.3001	62.0202
1960	3	30000034	0	AAlb	0-Genotype-1	59	26.931	17.8988	0.3919	0.127	-1	0.1155	0	106.4552	11.8436	0.0518	0.0082	0.0001	1	0.056963	344.436372	44.3001	62.0202
1960	3	30000040	0	AAlb	0-Genotype-1	58	32.3174	20.4577	0.6343	0.2044	-1	0.3052	0	225.3622	10.4354	0.0736	0.1038	0.0001	1	0.082028	546.605822	44.3001	62.0202
1960	3	30000041	0	AAlb	0-Genotype-1	41	26.091	17.4801	0.3604	0.09	-1	0	1	71.9662	12.339	0.0457	0	0.0001	1	0.053465	314.21977	44.3001	62.0202
1960	3	30000042	0	AAlb	0-Genotype-1	63	40.3596	23.9037	1.1362	0.2578	-1	0.6192	0	396.566	5.0196	0.2851	0.6641	0.0001	1	0.127933	939.583857	44.3001	62.0202
1960	3	30000043	17	FSyl	17-Genotype-1	10	2.3324	3.1107	0.0008	0.025	-1	0	4	1.2658	13.4415	0.0347	0	0.0001	1	0.000427	1.586708	44.3001	62.0202
1960	3	30000044	17	FSyl	17-Genotype-1	10	2.3324	3.1107	0.0008	0.025	-1	0	4	1.2658	13.4415	0.0347	0	0.0001	1	0.000427	1.586708	44.3001	62.0202
1960	3	30000045	0	AAlb	0-Genotype-1	9	2.1231	2.9365	0.0007	0.09	-1	0	4	1.6705	13.4469	0.0347	0	0.0001	1	0.000354	1.228636	44.3001	62.0202
1960	3	30000046	17	FSyl	17-Genotype-1	9	1.9412	2.8232	0.0005	0.025	-1	0	4	0.9265	13.4557	0.0346	0	0.0001	1	0.000296	1.02455	44.3001	62.0202
1960	3	30000047	17	FSyl	17-Genotype-1	9	1.9412	2.8232	0.0005	0.025	-1	0	4	0.9265	13.4557	0.0346	0	0.0001	1	0.000296	1.02455	44.3001	62.0202
1960	3	30000048	17	FSyl	17-Genotype-1	9	1.9412	2.8232	0.0005	0.025	-1	0	4	0.9265	13.4557	0.0346	0	0.0001	1	0.000296	1.02455	44.3001	62.0202
1960	3	30000049	0	AAlb	0-Genotype-1	8	1.724	2.646	0.0004	0.09	-1	0	4	1.2224	13.4674	0.0345	0	0.0001	1	0.000233	0.761082	44.3001	62.0202
1960	3	30000050	0	AAlb	0-Genotype-1	8	1.724	2.646	0.0004	0.09	-1	0	4	1.2224	13.4674	0.0345	0	0.0001	1	0.000233	0.761082	44.3001	62.0202
1960	3	30000051	0	AAlb	0-Genotype-1	8	1.724	2.646	0.0004	0.09	-1	0	4	1.2224	13.4674	0.0345	0	0.0001	1	0.000233	0.761082	44.3001	62.0202
1960	3	30000052	17	FSyl	17-Genotype-1	8	1.6436	2.6032	0.0004	0.025	-1	0	4	0.6982	13.4785	0.0344	0	0.0001	1	0.000212	0.689427	44.3001	62.0202
1960	3	30000053	17	FSyl	17-Genotype-1	8	1.6436	2.6032	0.0004	0.025	-1	0	4	0.6982	13.4785	0.0344	0	0.0001	1	0.000212	0.689427	44.3001	62.0202
1960	3	30000054	17	FSyl	17-Genotype-1	8	1.6436	2.6032	0.0004	0.025	-1	0	4	0.6982	13.4785	0.0344	0	0.0001	1	0.000212	0.689427	44.3001	62.0202
1960	3	30000055	17	FSyl	17-Genotype-1	8	1.6436	2.6032	0.0004	0.025	-1	0	4	0.6982	13.4785	0.0344	0	0.0001	1	0.000212	0.689427	44.3001	62.0202
1960	3	30000056	17	FSyl	17-Genotype-1	8	1.6436	2.6032	0.0004	0.025	-1	0	4	0.6982	13.4785	0.0344	0	0.0001	1	0.000212	0.689427	44.3001	62.0202
1960	3	30000057	0	AAlb	0-Genotype-1	7	1.4759	2.4644	0.0003	0.09	-1	0	4	0.9682	13.4847	0.0343	0	0.0001	1	0.000171	0.533644	44.3001	62.0202
1960	3	30000058	0	AAlb	0-Genotype-1	7	1.4759	2.4644	0.0003	0.09	-1	0	4	0.9682	13.4847	0.0343	0	0.0001	1	0.000171	0.533644	44.3001	62.0202
1960	4	40000001	17	FSyl	17-Genotype-1	85	14.8785	11.4593	0.0823	0.0527	-1	0.3001	0	62.2872	10.0983	0.0801	0.1303	0.0001	1	0.017386	102.207918	62.0202	62.0202
1960	4	40000005	17	FSyl	17-Genotype-1	75	18.288	13.4591	0.1418	0.0582	-1	0.3577	0	97.6421	9.6206	0.0903	0.1704	0.0001	1	0.026268	166.904673	62.0202	62.0202
1960	4	40000008	17	FSyl	17-Genotype-1	84	23.6259	16.3837	0.2795	0.0758	-1	0.5636	0	196.6839	7.8424	0.1408	0.3437	0.0001	1	0.043839	318.064506	62.0202	62.0202
1960	4	40000011	17	FSyl	17-Genotype-1	98	28.0653	18.637	0.4408	0.0871	-1	0.6228	0	302.6133	6.411	0.2013	0.5045	0.0001	1	0.061863	487.110494	62.0202	62.0202
1960	4	40000012	17	FSyl	17-Genotype-1	91	17.7444	13.1474	0.131	0.055	-1	0.3234	0	87.7114	9.8999	0.0842	0.1466	0.0001	1	0.024729	153.878509	62.0202	62.0202
1960	4	40000013	0	AAlb	0-Genotype-1	124	43.0385	24.96	1.3433	0.2549	-1	0.5895	0	431.7582	5.4473	0.2562	0.6159	0.0001	1	0.14548	1091.957877	62.0202	62.0202
1960	4	40000014	0	AAlb	0-Genotype-1	126	50.6394	27.7298	2.0456	0.2627	-1	0.6185	0	567.9851	4.0722	0.3613	0.7641	0.0001	1	0.201404	1606.573285	62.0202	62.0202
